page,page_title,active_visitors
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 30.27Â°N and Longitude 97.74Â°W (Elev. 509 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 34.7Â°N and Longitude 86.62Â°W (Elev. 604 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 35.79Â°N and Longitude 78.87Â°W (Elev. 400 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 35.94Â°N and Longitude 79.02Â°W (Elev. 299 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 36.74Â°N and Longitude 76.03Â°W (Elev. 10 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 37.69Â°N and Longitude 97.34Â°W,11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.31Â°N and Longitude 77.47Â°W (Elev. 49 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.35Â°N and Longitude 75.55Â°W (Elev. 20 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.77Â°N and Longitude 84.2Â°W (Elev. 801 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 40.12Â°N and Longitude 88.23Â°W (Elev. 735 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 40.1Â°N and Longitude 88.26Â°W (Elev. 755 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 44.02Â°N and Longitude 92.46Â°W,11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 44.02Â°N and Longitude 92.49Â°W,11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 46.79Â°N and Longitude 92.1Â°W,11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 46.93Â°N and Longitude 121.49Â°W (Elev. 5233 ft),11
ftc.gov/contact,Contact the Federal Trade Commission | Federal Trade Commission,11
ftccomplaintassistant.gov/nextsteps,Next Steps - FTC Complaint Assistant,11
goes.noaa.gov/,NOAA GOES Geostationary Satellite Server,11
guideline.gov/,National Guideline Clearinghouse | Home,11
help.usajobs.gov/index.php/occupational_series_and_job_category,Occupational Series and Job Category - USAJOBS Help,11
hrsa.gov/index.html,Official Web site of the U.S. Health Resources & Services Administration,11
internal-prod-elis2.uscis.dhs.gov/internalapp/app/,USCIS - Adjudication - My Cases,11
irs.gov/affordable-care-act/individuals-and-families/aca-individual-shared-responsibility-provision-calculating-the-payment,Individual Shared Responsibility Provision â€“ Reporting and Calculating the Payment,11
irs.gov/businesses,Tax Information For Businesses,11
irs.gov/businesses/small-businesses-&-self-employed/forms-and-associated-taxes-for-independent-contractors,Forms and Associated Taxes for Independent Contractors,11
irs.gov/businesses/small-businesses-&-self-employed/how-long-should-i-keep-records,How long should I keep records?,11
irs.gov/businesses/small-businesses-&-self-employed/limited-liability-company-llc,Limited Liability Company (LLC),11
irs.gov/businesses/small-businesses-&-self-employed/self-employed-individuals-tax-center,Self-Employed Individuals Tax Center,11
irs.gov/businesses/small-businesses-&-self-employed/self-employment-tax-social-security-and-medicare-taxes,Self-Employment Tax (Social Security and Medicare Taxes),11
irs.gov/forms-&-pubs/order-products,Order Products,11
irs.gov/individuals/employees,Tax Information for Employees,11
irs.gov/individuals/employees/understanding-your-4883c-letter,Understanding Your 4883C Letter,11
irs.gov/individuals/employees/understanding-your-5071c-letter,Understanding Your 5071C Letter,11
irs.gov/instructions/i1040ez/ar02.html,1040EZ (2015),11
irs.gov/publications/p463/ch01.html,"Publication 463 (2015), Travel, Entertainment, Gift, and Car Expenses",11
irs.gov/publications/p525/ar02.html,"Publication 525 (2015), Taxable and Nontaxable Income",11
irs.gov/publications/p550/ch01.html,"Publication 550 (2015), Investment Income and Expenses",11
irs.gov/publications/p929/ar02.html,"Publication 929 (2015), Tax Rules for Children and Dependents",11
"irs.gov/retirement-plans/plan-participant,-employee/retirement-topics-401k-and-profit-sharing-plan-contribution-limits",Retirement Topics - 401(k) and Profit-Sharing Plan Contribution Limits,11
irs.gov/taxtopics/tc303.html,Tax Topics - Topic 303 Checklist of Common Errors When Preparing Your Tax Return,11
irs.gov/uac/about-form-1042s,"Form 1042-S, Foreign Person's U.S. Source Income Subject to Withholding",11
irs.gov/uac/extension-of-time-to-file-your-tax-return,Extension of Time To File Your Tax Return,11
"irs.gov/uac/newsroom/phone-scams-continue-to-be-a-serious-threat,-remain-on-irs-dirty-dozen-list-of-tax-scams-for-the-2016-filing-season","Phone Scams Continue to be a Serious Threat, Remain on IRS â€œDirty Dozenâ€ù List of Tax Scams for the 2016 Filing Season",11
"irs.gov/uac/schedule-d-(form-1040),-capital-gains-and-losses","Schedule D (Form 1040), Capital Gains and Losses",11
jwst.nasa.gov/,James Webb Space Telescope (JWST) NASA,11
mars.nasa.gov/mer/home/,Mars Exploration Rover Mission: Home,11
nasa.gov/mission_pages/newhorizons/main/,New Horizons | NASA,11
nasa.gov/multimedia/imagegallery/index.html,NASA Images | NASA,11
nasa.gov/multimedia/nasatv/iss_ustream.html,International Space Station on UStream | NASA,11
nasa.gov/multimedia/videogallery/index.html,NASA Video Gallery | NASA,11
nasa.gov/redplanet/viking.html,Viking Mission Overview | NASA,11
nces.ed.gov/collegenavigator/,College Navigator - National Center for Education Statistics,11
niddk.nih.gov/health-information/health-statistics/pages/overweight-obesity-statistics.aspx,Overweight and Obesity Statistics | National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),11
niddk.nih.gov/health-information/informacion-de-la-salud/enfermedades-urologicas/stones/pages/lo-que-usted-debe-saber-sobre-las-piedras-en-los-riÃ±ones.aspx,Lo que usted debe saber sobre las piedras en los riÃ±ones | National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),11
nih.gov/news-events/news-releases/nih-uses-photon-counting-ct-scanner-patients-first-time,NIH uses photon-counting CT scanner in patients for the first time | National Institutes of Health (NIH),11
nlm.nih.gov/medlineplus/ency/article/002398.htm,Fetal development: MedlinePlus Medical Encyclopedia,11
nlm.nih.gov/medlineplus/ency/article/003356.htm,C-reactive protein: MedlinePlus Medical Encyclopedia,11
nlm.nih.gov/medlineplus/ency/article/003476.htm,Uric acid - blood : MedlinePlus Medical Encyclopedia,11
nlm.nih.gov/medlineplus/news/fullstory_157413.html,Nerve Block Technique Might Help Ease Chronic Back Pain: MedlinePlus,11
nlm.nih.gov/medlineplus/spanish/,MedlinePlus - InformaciÃ_n de Salud de la Biblioteca Nacional de Medicina,11
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a689006-es.html,Fluoxetina: MedlinePlus medicinas,11
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a697040-es.html,Levofloxacina: MedlinePlus medicinas,11
nlm.nih.gov/medlineplus/spanish/ecoliinfections.html,Infecciones por Escherichia coli: MedlinePlus en espaÃ±ol,11
nlm.nih.gov/medlineplus/spanish/ency/article/000140.htm,Edema pulmonar: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000206.htm,Ã_lcera pÃ©ptica: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000305.htm,Diabetes tipo 1: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000433.htm,SÃ_ndrome del tÃºnel carpiano: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000435.htm,Lupus eritematoso sistÃ©mico: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000593.htm,NeuropatÃ_a perifÃ©rica: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000737.htm,Esclerosis mÃºltiple: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000913.htm,CÃ¡ncer de mama: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000926.htm,Trastorno bipolar : MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/001043.htm,Amigdalitis: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/001332.htm,Fiebre tifoidea: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/001559.htm,Ictericia del reciÃ©n nacido: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/001592.htm,Varicela: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/002405.htm,Vitamina D: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/002469.htm,Carbohidratos: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/003079.htm,Dolor torÃ¡cico: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/003158.htm,PicazÃ_n y flujo vaginal en mujeres adultas y adolescentes: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/003206.htm,Entumecimiento y hormigueo: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/patientinstructions/000121.htm,Cuando usted tiene diarrea: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/patientinstructions/000193.htm,Alimentos ricos en fibra: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/gastroenteritis.html,Gastroenteritis: MedlinePlus en espaÃ±ol,11
nps.gov/aboutus/workwithus.htm,Work with Us (U.S. National Park Service),11
nps.gov/grca/planyourvisit/lodging.htm,Lodging - Grand Canyon National Park (U.S. National Park Service),11
nsf.gov/funding/pgm_summ.jsp?pims_id=5300,Joint DMS/NIGMS Initiative to Support Research at the Interface of the Biological and Mathematical Sciences | NSF - National Science Foundation,11
opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/,General Schedule Qualification Standards,11
opm.gov/retirement-services/contact-retirement/,Contact Retirement,11
osha.gov/pls/publications/publication.html,OSHA Publications,11
portal.fmcsa.dot.gov/ursregistrationwizard/,Unified Registration System,11
portal.hud.gov/hudportal/hud?src=/program_offices/administration/hudclips/handbooks/hsgh,Housing Handbooks,11
safeharbor.export.gov/list.aspx,Safe Harbor - List,11
sam.gov/https://www.sam.gov/portal/sam/?portal:componentid=8299f805-1104-477a-a974-ec7ce34f9a65&interactionstate=jbpns_ro0abxcwabbfannmqnjpzgdlvmlld0lkaaaaaqapl2pzzi9mb290zxiuannwaadfx0vprl9f&portal:type=action,System for Award Management,11
sam.gov/https://www.sam.gov/portal/sam/?portal:componentid=e52db6cd-52bb-4e4a-a822-41d9d7f3c4c9&interactionstate=jbpns_ro0abxcwabbfannmqnjpzgdlvmlld0lkaaaaaqapl2pzzi9mb290zxiuannwaadfx0vprl9f&portal:type=action,System for Award Management,11
sam.gov/https://www.sam.gov/portal/sam/?portal:componentid=e76c26b5-7d95-49c5-822a-d1909ed297e1&interactionstate=jbpns_ro0abxcwabbfannmqnjpzgdlvmlld0lkaaaaaqapl2pzzi9mb290zxiuannwaadfx0vprl9f&portal:type=action,System for Award Management,11
sam.gov/portal/sam/?portal:componentid=e2b08608-5787-4ef8-964e-994c69d33d15&interactionstate=jbpns_ro0abxcwabbfannmqnjpzgdlvmlld0lkaaaaaqapl2pzzi9mb290zxiuannwaadfx0vprl9f&portal:type=action,System for Award Management,11
search.noaa.gov/search?utf8=âœ“&affiliate=noaa.gov&commit=,#NAME?,11
socialsecurity.gov/payee/form/index.htm,Social Security - Representative Payee Program - Fact Sheet (English),11
spc.noaa.gov/climo/reports/,Storm Prediction Center Yesterday's Storm Reports,11
spc.noaa.gov/products/md/2016/md0149.html,Storm Prediction Center Mesoscale Discussion 149,11
ssa.gov/disability/professionals/bluebook/adultlistings.htm,Listing of Impairments - Adult Listings (Part A),11
ssa.gov/medicare/prescriptionhelp/,Extra Help with Medicare Prescription Drug Plan Costs,11
ssa.gov/oact/cola/cbb.html,Contribution and Benefit Base,11
ssa.gov/planners/retire/,Retirement Planner: Plan For Your Retirement,11
ssa.gov/planners/retire/anypiaapplet.html,Online Calculator,11
ssa.gov/planners/survivors/onyourown2.html,Survivors Planner: Survivors Benefits For Your Widow Or Widower,11
store.usgs.gov/b2c_usgs/usgs/maplocator/(xcm=r3standardpitrex_prd&layout=6_1_61_48&uiarea=2&ctype=areadetails&carea=$root)/.do,"The USGS Store - One stop shop for all your maps, world, United States, state, wall decor, historic, planetary, topographic, trail, hiking, foreign, satellite, digital",11
studentaid.ed.gov/sa/eligibility/basic-criteria,Basic Eligibility Criteria | Federal Student Aid,11
travel.state.gov/content/visas/en/fees/fees-visa-services.html,Fees for Visa Services,11
travel.state.gov/content/visas/en/forms/ds-160--online-nonimmigrant-visa-application.html,DS-160: Online Nonimmigrant Visa Application,11
travel.state.gov/content/visas/en/immigrate/nvc/nvc-contact-information.html,NVC Contact Information,11
treasurydirect.gov/indiv/myaccount/myaccount.htm,Individual - My Accounts,11
treasurydirect.gov/indiv/research/indepth/ebonds/res_e_bonds_eeredeem.htm,Individual - Redeeming (Cashing) EE and E Savings Bonds,11
treasurydirect.gov/survey.htm,Individual,11
tsa.gov/tsa-precheck/map,TSA Preâœ“Â® Airports and Airlines | Transportation Security Administration,11
usajobs.gov/applicant/savedsearches/listsavedsearches/,USAJOBS - Saved Searches,11
usajobs.gov/getjob/viewdetails/427411500/,USAJOBS - Search Jobs,11
usajobs.gov/getjob/viewdetails/430593200,USAJOBS - Search Jobs,11
usajobs.gov/getjob/viewdetails/430700700,USAJOBS - Search Jobs,11
usastaffing.opm.gov/usastaffing/staffing/vacancy/vacancycasedocs.aspx,Case File Documents Page,11
uscis.gov/citizenship/learners/citizenship-rights-and-responsibilities,Citizenship Rights and Responsibilities | USCIS,11
uscis.gov/fees,Filing Fees | USCIS,11
uscis.gov/g-325a,Biographic Information | USCIS,11
uscis.gov/green-card/green-card-processes-and-procedures/green-card-eligibility,Green Card Eligibility | USCIS,11
uscis.gov/us-citizenship/citizenship-through-parents,Citizenship Through Parents | USCIS,11
uscis.gov/working-united-states/temporary-workers/o-1-visa-individuals-extraordinary-ability-or-achievement,O-1 Visa: Individuals with Extraordinary Ability or Achievement | USCIS,11
vaccines.gov/who_and_when/infants_to_teens/,"Infants, Children, & Teens (birth - age 18) | Vaccines.gov",11
vets.gov/veterans-employment-center,Home Veterans Employment Centerâ„¢ : Vets.gov,11
weather.gov/bou/,"Denver/Boulder, CO",11
weather.gov/eax/,"Kansas City/Pleasant Hill, MO",11
weather.gov/nerfc/snow,NERFC Snow Page,11
weather.gov/organization/,National Weather Service Organization,11
weather.gov/sgf/,"Springfield, MO",11
whitehouse.gov/1600/constitution,The Constitution | whitehouse.gov,11
whitehouse.gov/1600/judicial-branch,The Judicial Branch | whitehouse.gov,11
wrh.noaa.gov/otx/,National Weather Service - NWS Spokane,11
apps.irs.gov/app/freefile/jsp/wizard.jsp?ck=,Free File: Help Me Find Free File Software,10
apps.irs.gov/app/picklist/list/formsinstructions.html,Forms and Instructions (PDF),10
apps.irs.gov/app/scripts/exit.jsp?dest=https://www.fiscal.treasury.gov/,IRS Disclaimer,10
archives.gov/federal-register/constitution/,Constitutional Amendment Process,10
benefits.va.gov/gibill/post911_transfer.asp,Transfer Post-9/11 GI Bill to Spouse and Dependents - Education and Training,10
benefits.va.gov/pension/spousepen.asp,Survivors Pension - Pension,10
benefits.va.gov/vocrehab/eligibility_and_entitlement.asp,Eligibility and Entitlement - Vocational Rehabilitation and Employment (VR&E),10
blogs.cdc.gov/publichealthmatters/2016/02/5-things-you-really-need-to-know-about-zika/,5 Things You Really Need to Know About Zika | Public Health Matters Blog | Blogs | CDC,10
bls.gov/home.htm,U.S. Bureau of Labor Statistics,10
bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Physicians and Surgeons : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,10
bls.gov/ooh/healthcare/registered-nurses.htm,Registered Nurses : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,10
cameochemicals.noaa.gov/search/simple,Search | CAMEO Chemicals | NOAA,10
catalog.usmint.gov/account-login,Account Login - Official US Mint Store,10
caweb.sba.gov/clcs/dsp_search.cfm,SBA - CLCS - Search,10
caweb.sba.gov/elend/servicing/dataentry/dsp_frames.cfm?gotopagetype=appl,SBA Loan Servicing System,10
cbp.gov/careers/join-cbp/which-cbp-career/border-patrol-agent,Border Patrol Agent (BPA) | U.S. Customs and Border Protection,10
cbp.gov/travel/trusted-traveler-programs/nexus,NEXUS | U.S. Customs and Border Protection,10
cdc.gov/epstein-barr/about-mono.html,Epstein-barr | Mononucleosis | About Mono | CDC,10
cdc.gov/flu/about/disease/spread.htm,How Flu Spreads | Seasonal Influenza (Flu) | CDC,10
cdc.gov/flu/about/qa/disease.htm,Seasonal Influenza Q&A | Seasonal Influenza (Flu) | CDC,10
cdc.gov/hepatitis/hcv/cfaq.htm,Hepatitis C FAQs for the Public | Division of Viral Hepatitis | CDC,10
cdc.gov/meningitis/viral.html,Meningitis | Viral | CDC,10
cdc.gov/ncbddd/blooddisorders/women/menorrhagia.html,Heavy Menstrual Bleeding | Blood Disorders in Women | NCBDDD | CDC,10
cdc.gov/nchs/w2w.htm,Where to Write for Vital Records - Homepage,10
cdc.gov/obesity/data/adult.html,Adult Obesity Facts | Data | Adult | Obesity | DNPAO | CDC,10
cdc.gov/tobacco/data_statistics/fact_sheets/health_effects/effects_cig_smoking/,CDC - Fact Sheet - Health Effects of Cigarette Smoking - Smoking & Tobacco Use,10
cdc.gov/vaccines/hcp/vis/vis-statements/hib.html,Vaccine Information Statement | Hib | Haemophilus Influenzae Type b |CDC,10
cdc.gov/vaccines/schedules/hcp/child-adolescent.html,Birth-18 Years and Catchup Immunization Schedules for Providers | CDC,10
ceac.state.gov/genniv/general/photo/photo_confirmphoto.aspx?node=confirmphoto,Nonimmigrant Visa - Confirm Photo,10
census.gov/cgi-bin/sssd/naics/naicsrch?chart=2012,NAICS Search,10
choosemyplate.gov/foodgallery-grains,Grains Gallery | Choose MyPlate,10
choosemyplate.gov/myplate-daily-checklist-input/display,MyPlate Daily Checklist | Choose MyPlate,10
climate.gov/enso,El NiÃ±o & La NiÃ±a (El NiÃ±o-Southern Oscillation) | NOAA Climate.gov,10
climate.nasa.gov/causes/,Climate Change: Vital Signs of the Planet: Causes,10
collegescorecard.ed.gov/,College Scorecard,10
consumerfinance.gov/askcfpb/1447/what-best-way-negotiate-settlement-debt-collector.html,What is the best way to negotiate a settlement with a debt collector? > Consumer Financial Protection Bureau,10
defense.gov/news/news-releases/news-release-view/article/671680/general-officer-announcements,General Officer Announcements > U.S. DEPARTMENT OF DEFENSE > News Release View,10
dol.gov/general/topic/workhours/breaks,Breaks and Meal Periods | United States Department of Labor,10
dol.gov/owcp/dfec/regs/compliance/forms.htm,U.S. Department of Labor - Office of Workers' Compensation Programs (OWCP) - Division of Federal Employees' Compensation (DFEC) - Forms,10
dol.gov/owcp/regs/feeschedule/fee/fee15/view.htm,U.S. Department of Labor - (OWCP) - Medical Fee Schedule,10
dol.gov/whd/flsa/eo13706/nprm.htm,"NPRM: EO 13706, Establishing Paid Sick Leave for Federal Contractors - Wage and Hour Division (WHD) - U.S. Department of Labor",10
dol.gov/whd/fmla/index.htm,Family and Medical Leave Act - Wage and Hour Division (WHD) - U.S. Department of Labor,10
drugabuse.gov/,National Institute on Drug Abuse (NIDA),10
drugabuse.gov/publications/drugfacts/cocaine,DrugFacts: Cocaine | National Institute on Drug Abuse (NIDA),10
drugabuse.gov/publications/drugfacts/understanding-drug-abuse-addiction,DrugFacts: Understanding Drug Abuse and Addiction | National Institute on Drug Abuse (NIDA),10
drugabuse.gov/related-topics/trends-statistics/overdose-death-rates,Overdose Death Rates | National Institute on Drug Abuse (NIDA),10
epa.gov/bedbugs/do-it-yourself-bed-bug-control,Do-it-yourself Bed Bug Control | Bed Bugs: Get Them Out and Keep Them Out | US EPA,10
epic.gsfc.nasa.gov/,DSCOVR::EPIC::Earth Polychromatic Camera,10
espanol.cdc.gov/enes/flu/about/viruses/types.htm,Tipos de virus de la influenza | Influenza estacional | CDC,10
espanol.cdc.gov/enes/flu/professionals/diagnosis/rapidlab.htm,Pruebas de diagnÃ_stico rÃ¡pido de influenza: InformaciÃ_n para directores de laboratorios clÃ_nicos | Profesionales de la salud | Influenza estacional (gripe),10
espanol.epa.gov/espanol/10-consejos-utiles-para-eliminar-las-chinches-de-cama,10 consejos Ãºtiles para eliminar las chinches de cama | EPA en espaÃ±ol | US EPA,10
faq.ssa.gov/link/portal/34011/34019/article/3881/how-do-i-schedule-reschedule-or-cancel-an-appointment,"How do I schedule, reschedule, or cancel an appointment?",10
fda.gov/drugs/informationondrugs/ucm142438.htm,Drug Approvals and Databases > National Drug Code Directory,10
fda.gov/drugs/resourcesforyou/consumers/buyingusingmedicinesafely/ensuringsafeuseofmedicine/safedisposalofmedicines/ucm186187.htm,Safe Disposal of Medicines > Disposal of Unused Medicines: What You Should Know,10
fda.gov/safety/medwatch/default.htm,MedWatch: The FDA Safety Information and Adverse Event Reporting Program,10
find.irs.gov/search?utf8=?&affiliate=irs-fp&commit=search,1040x - IRS Current Forms & Publications Search Search Results,10
findahealthcenter.hrsa.gov/,Find a Health Center,10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 37.24Â°N and Longitude 80.43Â°W (Elev. 2100 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.22Â°N and Longitude 85.75Â°W (Elev. 492 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.41Â°N and Longitude 77.39Â°W (Elev. 148 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.43Â°N and Longitude 77.39Â°W (Elev. 148 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.72Â°N and Longitude 77.8Â°W (Elev. 600 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.83Â°N and Longitude 77.09Â°W (Elev. 249 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.99Â°N and Longitude 77.12Â°W (Elev. 348 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.13Â°N and Longitude 77.21Â°W (Elev. 404 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.63Â°N and Longitude 77.71Â°W (Elev. 499 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 40.42Â°N and Longitude 86.88Â°W (Elev. 630 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 40.78Â°N and Longitude 73.97Â°W (Elev. 82 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 41.98Â°N and Longitude 87.9Â°W,10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 42.33Â°N and Longitude 83.04Â°W (Elev. 571 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 44.04Â°N and Longitude 123.1Â°W (Elev. 571 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 44.08Â°N and Longitude 103.24Â°W (Elev. 3291 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 46.81Â°N and Longitude 100.76Â°W,10
fsd.gov/fsd-gov/kb_syndication.do?sysparm_system=sam,Federal Service Desk,10
goes.noaa.gov/ecir3.html,"Eastern U.S. Infrared, Enhancement 3 - NOAA GOES Geostationary Satellite Server",10
gps.gov/,Welcome to GPS.gov,10
help.usajobs.gov/index.php/pay_and_benefits,Pay and Benefits - USAJOBS Help,10
history.state.gov/milestones/1866-1898/spanish-american-war,"The Spanish-American War, 1898 - 1866â€“1898 - Milestones - Office of the Historian",10
ice.gov/,ICE,10
imagine.gsfc.nasa.gov/science/toolbox/emspectrum1.html,Electromagnetic Spectrum - Introduction,10
irs.gov/affordable-care-act/individuals-and-families/gathering-your-health-coverage-documentation-for-the-tax-filing-season,Gathering Your Health Coverage Documentation,10
irs.gov/businesses/small-businesses-&-self-employed/how-to-apply-for-an-ein,How to Apply for an EIN,10
irs.gov/businesses/small-businesses-&-self-employed/questions-and-answers-for-the-additional-medicare-tax,Questions and Answers for the Additional Medicare Tax,10
irs.gov/businesses/small-businesses-&-self-employed/small-business-and-self-employed-tax-center-1,Small Business and Self-Employed Tax Center,10
irs.gov/individuals/aotc,American Opportunity Tax Credit,10
irs.gov/individuals/seniors-&-retirees,Seniors & Retirees,10
irs.gov/publications/index.html,Publications Online,10
irs.gov/publications/p544/ch03.html,"Publication 544 (2015), Sales and Other Dispositions of Assets",10
irs.gov/publications/p559/ar02.html,"Publication 559 (2015), Survivors, Executors, and Administrators",10
irs.gov/publications/p936/ar02.html,"Publication 936 (2015), Home Mortgage Interest Deduction",10
irs.gov/publications/p970/ch07.html,"Publication 970 (2015), Tax Benefits for Education",10
irs.gov/uac/about-form-1120s,"Form 1120S, U.S. Income Tax Return for an S Corporation",10
irs.gov/uac/about-form-4852,"Form 4852, Substitute for Form W-2, Wage and Tax Statement, or Form 1099-R, Distributions From Pensions, Annuities, Retirement or Profit-Sharing Plans, IRAs, Insurance Contracts, etc.",10
irs.gov/uac/about-schedule-b-form-1040,"Schedule B (Form 1040A or 1040), Interest and Ordinary Dividends",10
irs.gov/uac/contact-my-local-office-in-new-york,Contact My Local Office in New York,10
irs.gov/uac/contact-my-local-office-in-washington,Contact My Local Office in Washington,10
irs.gov/uac/contact-my-local-office-internationally,Contact My Local Office Internationally,10
irs.gov/uac/first-time-homebuyer-credit-1,First-Time Homebuyer Credit,10
irs.gov/uac/missing-form-w2-irs-can-help,Missing Form W-2? IRS Can Help,10
irs.gov/uac/newsroom/consumers-warned-of-new-surge-in-irs-email-schemes-during-2016-tax-season-tax-industry-also-targeted,Consumers Warned of New Surge in IRS E-mail Schemes during 2016 Tax Season; Tax Industry Also Targeted,10
irs.gov/uac/services-provided-one,Services Provided,10
irs.gov/uac/what-is-my-filing-status,What Is My Filing Status?,10
my.usajobs.gov/applicant/profile/personalinformation/,USAJOBS - Profile - Personal Information,10
myhealth.va.gov/mhv-portal-web/mhv.portal?_nfpb=true&_windowlabel=activeprescription&activeprescription_actionoverride=/gov/va/med/mhv/rxrefill/portlet/returntolistaction&_pagelabel=refillprescriptions,My HealtheVet,10
myhealthevet.va.gov/mhv-portal-web/anonymous.portal?_nfpb=true&_pagelabel=mhvhome,My HealtheVet,10
nasa.gov/mission_pages/hubble/main/index.html,Hubble Space Telescope | NASA,10
nasa.gov/topics/journeytomars/index.html,NASA's Journey to Mars | NASA,10
nhtsa.gov/vehicle+safety/recalls+&+defects,Recalls & Defects | National Highway Traffic Safety Administration (NHTSA),10
nlm.nih.gov/medlineplus/druginformation.html,"Drugs, Herbs and Supplements: MedlinePlus",10
nlm.nih.gov/medlineplus/ency/article/000573.htm,Disseminated intravascular coagulation (DIC): MedlinePlus Medical Encyclopedia,10
nlm.nih.gov/medlineplus/ency/article/000816.htm,Autoimmune disorders: MedlinePlus Medical Encyclopedia,10
nlm.nih.gov/medlineplus/ency/article/000846.htm,Angioedema: MedlinePlus Medical Encyclopedia,10
nlm.nih.gov/medlineplus/ency/article/003120.htm,Abdominal pain: MedlinePlus Medical Encyclopedia,10
nlm.nih.gov/medlineplus/ency/article/003319.htm,Heterochromia: MedlinePlus Medical Encyclopedia,10
nlm.nih.gov/medlineplus/ency/article/003643.htm,WBC count: MedlinePlus Medical Encyclopedia,10
